,diapostagem,hora,nomeBike,precoBike,cidade,bairro,urlBike
0,Ontem,19:31,Raf bike tam 56,1200.0,Porto Alegre, Santa Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/raf-bike-tam-56-962136442
0,27 nov,15:41,Bicicleta Custom Pathracer Quadro 56,2000.0,Porto Alegre, Rio Branco - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-custom-pathracer-quadro-56-962251216
1,17 nov,09:46,Bicicleta elétrica Sense Breeze,5000.0,Canela - DDD 54, ,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/ciclismo/bicicleta-eletrica-sense-breeze-957790958
2,,,,,,,
3,,,,,,,
4,14 nov,22:01,Suporte celular,30.0,Gravataí, Bom Princípio - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/suporte-celular-937087095
5,,,,,,,
0,Hoje,14:44,Speed vicinitech,2800.0,Rio Grande, Vila São Miguel - DDD 53,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/ciclismo/speed-vicinitech-965747090
1,Ontem,11:17,speed caloi strada,2200.0,Esteio, Santo Inácio - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/speed-caloi-strada-965362712
2,,,,,,,
3,,,,,,,
4,3 dez,19:45,Bicicleta Absolute Shimano Sora R3000  Rodas Shimano Garfo carbono tam 56,4500.0,Pelotas, Três Vendas - DDD 53,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/ciclismo/bicicleta-absolute-shimano-sora-r3000-rodas-shimano-garfo-carbono-tam-56-964948017
5,24 nov,14:06,Trek Émonda SL5 xs,19900.0,Viamao, Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/trek-emonda-sl5-xs-960921348
6,23 nov,15:13,Bike speed Vicinitech - impecável,3200.0,Gravataí, Morada do Vale I - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-speed-vicinitech-impecavel-936870509
7,,,,,,,
8,21 nov,09:44,Bicicleta speed Vicinitech ,9000.0,Sapucaia do Sul, Nova Sapucaia - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-speed-vicinitech-959483864
9,11 nov,15:51,Bike Vicinitech V-Works XC Carbon aro 29,7000.0,Novo Hamburgo, Santo Afonso - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-vicinitech-v-works-xc-carbon-aro-29-955721216
10,11 nov,11:55,Speed Vicinitech Space 2 Pro ,7000.0,Canoas, Fátima - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/speed-vicinitech-space-2-pro-955601691
11,6 nov,11:58,Rolo de treino + Roda Traseira Speed,600.0,Canoas, Fátima - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-de-treino-roda-traseira-speed-953491051
0,30 nov,22:06,guidao drop cinelli 440mm,180.0,Viamao, São Tomé - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/guidao-drop-cinelli-440mm-963521049
0,Ontem,22:31,Bike Fixa Single Speed - Black Flea Original,1690.0,São Leopoldo, Centro - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-fixa-single-speed-black-flea-original-963722626
1,Ontem,21:31,Pedivela COROA Single,150.0,São Leopoldo, Centro - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/pedivela-coroa-single-961443173
2,,,,,,,
3,,,,,,,
4,Ontem,17:31,Peugeot 10 TAM 56,1200.0,Canoas, Harmonia - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/peugeot-10-tam-56-962279913
5,Ontem,11:14,Patinete Elétrico Foston S-10 Ultra Sport Modelo 2022 Novo na Caixa Lacrada,5760.0,Taquara, Cruzeiro do Sul - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/patinete-eletrico-foston-s-10-ultra-sport-modelo-2022-novo-na-caixa-lacrada-965361906
6,4 dez,21:18,Bike single/fixa ,1100.0,Porto Alegre, Floresta - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-single-fixa-965276130
7,,,,,,,
8,4 dez,17:34,Patinete Foston S-10 Ultra Sport Modelo 2022 Novo na Caixa Lacrada,5760.0,Taquara, Cruzeiro do Sul - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/patinete-foston-s-10-ultra-sport-modelo-2022-novo-na-caixa-lacrada-965225906
9,4 dez,11:26,Peugeot single speed,750.0,Gravataí, Parque dos Anjos - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/peugeot-single-speed-965116470
10,3 dez,22:31,Pedivela gipieme coroa 42t,80.0,Porto Alegre, Santa Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/pedivela-gipieme-coroa-42t-956634869
11,3 dez,12:23,Corrente KMC K1 (kool),100.0,Porto Alegre, Santa Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/corrente-kmc-k1-kool-956636794
12,2 dez,08:51,Bike single fixa,1300.0,Viamao, São Lucas - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-single-fixa-964180704
13,,,,,,,
14,30 nov,21:10,aro 700 single fixa cubo flip flop,270.0,Viamao, São Tomé - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/aro-700-single-fixa-cubo-flip-flop-963502469
15,29 nov,19:56,Soul New Vesuvio,10900.0,Montenegro - DDD 51, ,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/soul-new-vesuvio-962961189
16,29 nov,19:42,TORRANDO BIKE ALEMÃ MERIDA IMPECÁVEL ,5190.0,Pelotas, Três Vendas - DDD 53,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/ciclismo/torrando-bike-alema-merida-impecavel-962956266
17,29 nov,19:18,Bike bicicleta Caloi aro 29,2200.0,Santa Maria, Camobi - DDD 55,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/ciclismo/bike-bicicleta-caloi-aro-29-962950530
18,22 nov,19:11,"Bicicleta Monark fixa pedal livre, podendo transformar em single. ",650.0,Porto Alegre, Centro Histórico - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-monark-fixa-pedal-livre-podendo-transformar-em-single-960082567
19,18 nov,20:05,Speed single aro 27,650.0,Porto Alegre, São João - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/speed-single-aro-27-958566687
20,17 nov,00:45,VENDO SPEED SINGLE ,1000.0,Porto Alegre, Petrópolis - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/vendo-speed-single-957691319
21,15 nov,17:34,"VENDO OU TROCO POR BMX, MOTO OU MOBILETE (leia a descrição)",1.0,Canoas, Marechal Rondon - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/vendo-ou-troco-por-bmx-moto-ou-mobilete-leia-a-descricao-957127429
22,7 nov,11:12,Bike ,550.0,Novo Hamburgo, Canudos - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-953755143
0,Hoje,14:24,Capa para selim bicicleta com gel,35.0,Guaíba, Florida - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/capa-para-selim-bicicleta-com-gel-965738954
1,Hoje,12:31,Gancho Suporte para Bicicleta Aço Reforçado,22.0,Porto Alegre, Rio Branco - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/gancho-suporte-para-bicicleta-aco-reforcado-964521192
2,,,,,,,
3,,,,,,,
4,Hoje,07:48,"Sinalizador ciclismo R$25,00",25.0,Porto Alegre, Navegantes - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/sinalizador-ciclismo-r-25-00-965570301
5,Hoje,05:19,Quadro completo com garfo Goricke,180.0,Canoas, Igara - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/quadro-completo-com-garfo-goricke-965548350
6,Ontem,22:31,Bike Fixa Single Speed - Black Flea Original,1690.0,São Leopoldo, Centro - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-fixa-single-speed-black-flea-original-963722626
7,,,,,,,
8,Ontem,14:26,Oportunidade Bike bike south aro 29,1159.0,Porto Alegre, Azenha - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/oportunidade-bike-bike-south-aro-29-965411931
9,Ontem,12:26,Bomba De Ar Bicicleta Schwinn A14 120 Psi Alta Pressão,65.0,Porto Alegre, Cristal - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bomba-de-ar-bicicleta-schwinn-a14-120-psi-alta-pressao-962614116
10,4 dez,21:18,Bike single/fixa ,1100.0,Porto Alegre, Floresta - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-single-fixa-965276130
11,4 dez,18:40,Descanso Central Pezinho Para Bike,45.0,Porto Alegre, Camaquã - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/descanso-central-pezinho-para-bike-915975783
12,4 dez,15:31,Kit Farol Bike Recarregável Usb Frente E Traseira Luz Bicicleta sinalizador,40.0,Canoas, Igara - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/kit-farol-bike-recarregavel-usb-frente-e-traseira-luz-bicicleta-sinalizador-962012524
13,,,,,,,
14,3 dez,22:31,Pedivela gipieme coroa 42t,80.0,Porto Alegre, Santa Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/pedivela-gipieme-coroa-42t-956634869
15,3 dez,12:23,Corrente KMC K1 (kool),100.0,Porto Alegre, Santa Cecília - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/corrente-kmc-k1-kool-956636794
16,2 dez,22:44,Rolo de treino de Bike Absolute Wild 5,600.0,São Leopoldo, Jardim América - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-de-treino-de-bike-absolute-wild-5-964597312
17,2 dez,15:02,Rack Transbike para 3 Bicicletas Eqmax,400.0,Porto Alegre, Costa e Silva - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rack-transbike-para-3-bicicletas-eqmax-964399860
18,2 dez,08:51,Bike single fixa,1300.0,Viamao, São Lucas - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-single-fixa-964180704
19,1 dez,16:29,"Bicicleta MTB aro 29 GTI Roma , Nova",1790.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-mtb-aro-29-gti-roma-nova-963931528
20,1 dez,15:22,Kit farol de bike+Sinalizador Traseiro,65.0,Porto Alegre, Farrapos - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/kit-farol-de-bike-sinalizador-traseiro-963895333
21,1 dez,14:01,Bomba De Ar Bicicleta Schwinn A14 120 Psi Alta Pressão,65.0,Porto Alegre, Cristal - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bomba-de-ar-bicicleta-schwinn-a14-120-psi-alta-pressao-955880083
22,30 nov,20:03,Bicicleta ,500.0,Esteio, Olímpica - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-963479429
23,30 nov,10:54,Rolo Treino Gts Bicicleta Treinamento Magnético Zwift Bike !#(Pouco Usado)#!,600.0,Novo Hamburgo, Canudos - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-treino-gts-bicicleta-treinamento-magnetico-zwift-bike-pouco-usado-963217806
24,29 nov,17:37,Rolo fixo Bicicleta,180.0,Canoas, Niterói - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-fixo-bicicleta-962910037
25,27 nov,16:31,Suporte Thule EuroRide 941 para Engate 2 Bicicletas,3045.0,Caxias do Sul, Santa Catarina - DDD 54,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/ciclismo/suporte-thule-euroride-941-para-engate-2-bicicletas-942592292
26,,,,,,,
27,27 nov,06:00,"Bicicleta MTB aro 29 South, nova",1490.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-mtb-aro-29-south-nova-962080666
28,26 nov,20:12,"Bicicleta MTB aro 29 Alfameq, nova",1490.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-mtb-aro-29-alfameq-nova-961998737
29,26 nov,18:25,Cadeirinha Bike Polisport Bilby Jr,250.0,São Leopoldo, São José - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/cadeirinha-bike-polisport-bilby-jr-961967758
30,26 nov,14:01,Rolo De Treino South Absolute Fixo Magnético Ciclismo + Apoio Roda + Alavanca,390.0,Canoas, Niterói - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-de-treino-south-absolute-fixo-magnetico-ciclismo-apoio-roda-alavanca-953513577
31,24 nov,15:31,Câmera bike moto,60.0,Porto Alegre, Floresta - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/camera-bike-moto-952739670
32,23 nov,09:02,Bicicleta Venzo Aro 26 Tamanho 16,1600.0,Porto Alegre, Sarandi - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-venzo-aro-26-tamanho-16-960249364
33,22 nov,19:11,"Bicicleta Monark fixa pedal livre, podendo transformar em single. ",650.0,Porto Alegre, Centro Histórico - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-monark-fixa-pedal-livre-podendo-transformar-em-single-960082567
34,22 nov,12:34,Bagageiro de Canote Bicicleta,120.0,Porto Alegre, Camaquã - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bagageiro-de-canote-bicicleta-930721649
35,21 nov,18:09,Bicicleta de dois lugares/tandem/dupla seminova,1050.0,Gravataí, Mato Alto - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-de-dois-lugares-tandem-dupla-seminova-950908982
36,20 nov,23:51,Gancho Para Pendurar Bicicleta Parede ,22.0,Porto Alegre, Rio Branco - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/gancho-para-pendurar-bicicleta-parede-959440509
37,,,,,,,
38,20 nov,19:00,Rolo de treino GTS magnético ajustável como regulagem guidão ,425.0,Porto Alegre, Bom Fim - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-de-treino-gts-magnetico-ajustavel-como-regulagem-guidao-959387679
39,20 nov,06:53,Bicicletário Vertical para 10 Bicicletas,1090.0,Porto Alegre, Passo da Areia - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicletario-vertical-para-10-bicicletas-959149122
40,19 nov,11:20,"Bike aro 26 Freeride Viking x Tuff 25, nova",1790.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-aro-26-freeride-viking-x-tuff-25-nova-958819942
41,18 nov,22:01,Suporte Transbike High One,400.0,Nova Prata - DDD 54, ,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/ciclismo/suporte-transbike-high-one-950389795
42,17 nov,18:19,Bicicleta ergométrica,300.0,Porto Alegre, São Geraldo - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-ergometrica-958051261
43,15 nov,16:06,Rolo fixo TRANZ X magnético novíssimo! ,499.0,Canoas, Niterói - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/rolo-fixo-tranz-x-magnetico-novissimo-957097762
44,14 nov,22:01,Suporte celular,30.0,Gravataí, Bom Princípio - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/suporte-celular-937087095
45,14 nov,15:01,Suporte de parede para Bicicleta,69.0,Porto Alegre, Camaquã - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/suporte-de-parede-para-bicicleta-936894807
46,13 nov,19:34,SUPORTE PARA CELULAR DE SILICONE GUIDÃO BIKE ,45.0,Porto Alegre, Camaquã - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/suporte-para-celular-de-silicone-guidao-bike-910919985
47,12 nov,20:09,"Bike Speed TSW TR10, semi-nova",2990.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bike-speed-tsw-tr10-semi-nova-956298361
48,11 nov,14:01,LANTERNA PARA BIKE FAROL LUZ LED SINALIZADOR,35.0,Porto Alegre, Rio Branco - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/lanterna-para-bike-farol-luz-led-sinalizador-934768450
49,9 nov,13:48,"Bicicleta MTB aro 29 South, nova",1590.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-mtb-aro-29-south-nova-954607614
50,6 nov,10:38,"Bicicleta MTB aro 29 Elleven Gravity, Nova",1990.0,São Leopoldo, Feitoria - DDD 51,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/ciclismo/bicicleta-mtb-aro-29-elleven-gravity-nova-953462558
